,date,ADMIN1,CS_1,CS_2,CS_3,ML1_2,ML1_3,ML2_1,ML2_2,ML2_3,CS_4,CS_5,ML1_1,ML1_4,ML1_5,ML2_4,ML2_5,pop_CS,pop_Total_CS,pop_ML1,pop_Total_ML1,pop_ML2,pop_Total_ML2,ML1_99,CS_99,ML2_99
11,2009-07-01,Logone Oriental,180779.54793548584,715992.3515625,0.0,896771.8984375,0.0,896771.8984375,0.0,0.0,0.0,0,0.0,0.0,0,0.0,0,896771.8994979858,1793543.7989959717,896771.8984375,1793543.796875,896771.8984375,1793543.796875,,,
12,2009-07-01,Mandoul,0.0,654585.140625,0.0,654585.140625,0.0,654585.140625,0.0,0.0,0.0,0,0.0,0.0,0,0.0,0,654585.140625,1309170.28125,654585.140625,1309170.28125,654585.140625,1309170.28125,,,
13,2009-07-01,Mayo-Kebbi Est,174.6256914138794,568495.0791931152,238912.53747558594,568631.6541442871,238950.57972717285,568631.6541442871,238950.57972717285,0.0,0.0,0,0.0,0.0,0,0.0,0,807582.242360115,1615164.48472023,807582.23387146,1615164.46774292,807582.23387146,1615164.46774292,,,
14,2009-07-01,Mayo-Kebbi Ouest,240034.06732177734,327290.1192474365,0.0,567324.1796875,0.0,567324.1796875,0.0,0.0,0.0,0,0.0,0.0,0,0.0,0,567324.1865692139,1134648.3731384277,567324.1796875,1134648.359375,567324.1796875,1134648.359375,,,
15,2009-07-01,Moyen-Chari,182249.40625,426495.2109069824,0.0,608744.578125,0.0,608735.375,9.213190078735352,0.0,0.0,0,0.0,0.0,0,0.0,0,608744.6171569824,1217489.2343139648,608744.578125,1217489.15625,608744.5881900787,1217489.1763801575,,,
16,2009-07-01,N'Djamena,0.0,966989.5,0.0,0.0,966989.5,0.0,966989.5,0.0,0.0,0,0.0,0.0,0,0.0,0,966989.5,1933979.0,966989.5,1933979.0,966989.5,1933979.0,,,
17,2009-07-01,Ouaddaï,348928.6943626404,405889.97888183594,0.0,754818.6796875,0.0,0.0,754818.6796875,0.0,0.0,0,0.0,0.0,0,0.0,0,754818.6732444763,1509637.3464889526,754818.6796875,1509637.359375,754818.6796875,1509637.359375,,,
18,2009-07-01,Salamat,317204.37890625,3.785372018814087,0.0,317208.16796875,0.0,317199.53515625,8.631435632705688,0.0,0.0,0,0.0,0.0,0,0.0,0,317208.1642782688,634416.3285565376,317208.16796875,634416.3359375,317208.1665918827,634416.3331837654,,,
19,2009-07-01,Sila,333.2878761291504,405485.703125,0.0,405818.984375,0.0,304.56747817993164,405514.421875,0.0,0.0,0,0.0,0.0,0,0.0,0,405818.99100112915,811637.9820022583,405818.984375,811637.96875,405818.98935317993,811637.9787063599,,,
20,2009-07-01,Tandjilé,417108.82580566406,269730.2075805664,0.0,686839.015625,0.0,686839.015625,0.0,0.0,0.0,0,0.0,0.0,0,0.0,0,686839.0333862305,1373678.066772461,686839.015625,1373678.03125,686839.015625,1373678.03125,,,
21,2009-07-01,Tibesti,0.0,26714.8203125,0.0,26714.8203125,0.0,0.0,26714.8203125,0.0,0.0,0,0.0,0.0,0,0.0,0,26714.8203125,53429.640625,26714.8203125,53429.640625,26714.8203125,53429.640625,,,
22,2009-07-01,Wadi Fira,4.449443340301514,83465.82378005981,447847.98046875,30505.122604370117,500813.12890625,0.0,531318.26171875,0.0,0.0,0,0.0,0.0,0,0.0,0,531318.2536921501,1062636.5073843002,531318.2515106201,1062636.5030212402,531318.26171875,1062636.5234375,,,
23,2009-10-01,Barh-El-Gazel,0.0,10.448765754699707,271514.375,271514.375,0.0,0.0,271524.828125,0.0,0.0,0,10.448765754699707,0.0,0,0.0,0,271524.8237657547,543049.6475315094,271524.8237657547,543049.6475315094,271524.828125,543049.65625,,,
24,2009-10-01,Batha,0.0,190018.81784057617,321749.59375,511508.90625,0.0,259.52580738067627,511508.90625,0.0,0.0,0,259.5257921218872,0.0,0,0.0,0,511768.4115905762,1023536.8231811523,511768.4320421219,1023536.8640842438,511768.4320573807,1023536.8641147614,,,
25,2009-10-01,Borkou,0.0,97861.833984375,137.46955394744873,97999.30859375,0.0,0.0,97999.30859375,0.0,0.0,0,0.0,0.0,0,0.0,0,97999.30353832245,195998.6070766449,97999.30859375,195998.6171875,97999.30859375,195998.6171875,,,
26,2009-10-01,Chari-Baguirmi,0.0,605448.84375,0.0,182777.0632019043,0.0,0.0,605448.84375,0.0,0.0,0,422671.7804431915,0.0,0,0.0,0,605448.84375,1210897.6875,605448.8436450958,1210897.6872901917,605448.84375,1210897.6875,,,
27,2009-10-01,Ennedi Est,0.0,117069.4296875,7948.2392578125,125017.66796875,0.0,0.0,125017.66796875,0.0,0.0,0,0.0,0.0,0,0.0,0,125017.6689453125,250035.337890625,125017.66796875,250035.3359375,125017.66796875,250035.3359375,,,
28,2009-10-01,Ennedi Ouest,0.0,49279.873046875,1819.4881591796875,51099.361328125,0.0,0.0,51099.361328125,0.0,0.0,0,0.0,0.0,0,0.0,0,51099.36120605469,102198.72241210938,51099.361328125,102198.72265625,51099.361328125,102198.72265625,,,
29,2009-10-01,Guéra,0.0,565584.7734375,28.334882736206055,28.334882736206055,0.0,565555.0078125,58.10727500915527,0.0,0.0,0,565584.7734375,0.0,0,0.0,0,565613.1083202362,1131226.2166404724,565613.1083202362,1131226.2166404724,565613.1150875092,1131226.2301750183,,,
30,2009-10-01,Hadjer-Lamis,0.0,392965.9716491699,128048.12014770508,279980.3467102051,0.0,0.0,521014.09375,0.0,0.0,0,241033.7455444336,0.0,0,0.0,0,521014.091796875,1042028.18359375,521014.0922546387,1042028.1845092773,521014.09375,1042028.1875,,,
31,2009-10-01,Kanem,0.0,3189.3472900390625,346098.4453125,346109.9140625,0.0,3177.875732421875,346109.9140625,0.0,0.0,0,3177.875732421875,0.0,0,0.0,0,349287.79260253906,698575.5852050781,349287.7897949219,698575.5795898438,349287.7897949219,698575.5795898438,,,
32,2009-10-01,Lac,0.0,148807.17315673828,246234.9072265625,246234.9072265625,0.0,148807.17315673828,246234.9072265625,0.0,0.0,0,148807.17315673828,0.0,0,0.0,0,395042.0803833008,790084.1607666016,395042.0803833008,790084.1607666016,395042.0803833008,790084.1607666016,,,
33,2009-10-01,Logone Occidental,463.68243408203125,676462.5859375,0.0,0.0,0.0,280478.6326904297,396447.6240234375,0.0,0.0,0,676926.2734375,0.0,0,0.0,0,676926.268371582,1353852.536743164,676926.2734375,1353852.546875,676926.2567138672,1353852.5134277344,,,
34,2009-10-01,Logone Oriental,180779.54793548584,715992.3515625,0.0,0.0,0.0,562110.4784698486,334661.42566871643,0.0,0.0,0,896771.8984375,0.0,0,0.0,0,896771.8994979858,1793543.7989959717,896771.8984375,1793543.796875,896771.9041385651,1793543.8082771301,,,
35,2009-10-01,Mandoul,0.0,654585.140625,0.0,0.0,0.0,654354.359375,230.79492378234863,0.0,0.0,0,654585.140625,0.0,0,0.0,0,654585.140625,1309170.28125,654585.140625,1309170.28125,654585.1542987823,1309170.3085975647,,,
36,2009-10-01,Mayo-Kebbi Est,0.0,807582.234375,0.0,568678.6100463867,0.0,238892.85986328125,568689.3912963867,0.0,0.0,0,238903.64526367188,0.0,0,0.0,0,807582.234375,1615164.46875,807582.2553100586,1615164.5106201172,807582.251159668,1615164.502319336,,,
37,2009-10-01,Mayo-Kebbi Ouest,0.0,567324.1796875,0.0,0.0,0.0,567324.1796875,0.0,0.0,0.0,0,567324.1796875,0.0,0,0.0,0,567324.1796875,1134648.359375,567324.1796875,1134648.359375,567324.1796875,1134648.359375,,,
38,2009-10-01,Moyen-Chari,0.0,608744.578125,0.0,0.0,0.0,47.36135387420654,608697.25,0.0,0.0,0,608744.578125,0.0,0,0.0,0,608744.578125,1217489.15625,608744.578125,1217489.15625,608744.6113538742,1217489.2227077484,,,
39,2009-10-01,N'Djamena,0.0,966989.5,0.0,966989.5,0.0,0.0,966989.5,0.0,0.0,0,0.0,0.0,0,0.0,0,966989.5,1933979.0,966989.5,1933979.0,966989.5,1933979.0,,,
40,2009-10-01,Ouaddaï,0.0,754818.6796875,0.0,293236.3387336731,0.0,348928.6943626404,405889.97888183594,0.0,0.0,0,461582.32373046875,0.0,0,0.0,0,754818.6796875,1509637.359375,754818.6624641418,1509637.3249282837,754818.6732444763,1509637.3464889526,,,
41,2009-10-01,Salamat,0.0,317208.16796875,0.0,3.785372018814087,0.0,317127.34765625,80.82838821411133,0.0,0.0,0,317204.37890625,0.0,0,0.0,0,317208.16796875,634416.3359375,317208.1642782688,634416.3285565376,317208.1760444641,634416.3520889282,,,
42,2009-10-01,Sila,0.0,405818.984375,0.0,319568.99702453613,0.0,333.28784561157227,405485.703125,0.0,0.0,0,86249.99240493774,0.0,0,0.0,0,405818.984375,811637.96875,405818.9894294739,811637.9788589478,405818.9909706116,811637.9819412231,,,
43,2009-10-01,Tandjilé,0.0,686839.015625,0.0,0.0,0.0,417527.56994628906,269311.46075439453,0.0,0.0,0,686839.015625,0.0,0,0.0,0,686839.015625,1373678.03125,686839.015625,1373678.03125,686839.0307006836,1373678.0614013672,,,
44,2009-10-01,Tibesti,0.0,26714.8203125,0.0,26714.8203125,0.0,0.0,26714.8203125,0.0,0.0,0,0.0,0.0,0,0.0,0,26714.8203125,53429.640625,26714.8203125,53429.640625,26714.8203125,53429.640625,,,
45,2009-10-01,Wadi Fira,0.0,30505.122604370117,500813.12890625,501180.10546875,0.0,4.449443340301514,531313.80859375,0.0,0.0,0,30138.1484375,0.0,0,0.0,0,531318.2515106201,1062636.5030212402,531318.25390625,1062636.5078125,531318.2580370903,1062636.5160741806,,,
46,2010-01-01,Barh-El-Gazel,0.0,1044.5680847167969,282460.1328125,40.483428955078125,283464.2109375,0.0,0.0,1044.568099975586,0.0,0,0.0,0.0,0,282460.1328125,0,283504.7008972168,567009.4017944336,283504.6943664551,567009.3887329102,283504.7009124756,567009.4018249512,,,
47,2010-01-01,Batha,0.0,526132.0078125,1352.62451171875,364.49085998535156,527120.1328125,0.0,92.40463161468506,526039.5703125,0.0,0,0.0,0.0,0,1352.62451171875,0,527484.6323242188,1054969.2646484375,527484.6236724854,1054969.2473449707,527484.5994558334,1054969.1989116669,,,
48,2010-01-01,Borkou,0.0,106323.353515625,68.95169067382812,106243.326171875,148.97983837127686,0.0,106243.326171875,80.02814769744873,0.0,0,0.0,0.0,0,68.95169067382812,0,106392.30520629883,212784.61041259766,106392.30601024628,212784.61202049255,106392.30601024628,212784.61202049255,,,
49,2010-01-01,Chari-Baguirmi,200924.77164649963,427725.7294921875,0.0,628650.515625,0.0,0.0,211778.88101959229,416871.62227630615,0.0,0,0.0,0.0,0,0.0,0,628650.5011386871,1257301.0022773743,628650.515625,1257301.03125,628650.5032958984,1257301.0065917969,,,
50,2010-01-01,Ennedi Est,0.0,135946.30078125,0.0,135946.30078125,0.0,0.0,126570.84765625,9375.44921875,0.0,0,0.0,0.0,0,0.0,0,135946.30078125,271892.6015625,135946.30078125,271892.6015625,135946.296875,271892.59375,,,
51,2010-01-01,Ennedi Ouest,0.0,55238.48828125,0.0,55238.48828125,0.0,0.0,53191.8984375,2046.590087890625,0.0,0,0.0,0.0,0,0.0,0,55238.48828125,110476.9765625,55238.48828125,110476.9765625,55238.488525390625,110476.97705078125,,,
52,2010-01-01,Guéra,112786.421875,471380.767829895,0.0,584137.6796875,29.510889053344727,0.0,112786.421875,471380.767829895,0.0,0,0.0,0.0,0,0.0,0,584167.189704895,1168334.37940979,584167.1905765533,1168334.3811531067,584167.189704895,1168334.37940979,,,
53,2010-01-01,Hadjer-Lamis,0.0,532782.625,0.0,532690.625,92.007080078125,0.0,0.0,532782.625,0.0,0,0.0,0.0,0,0.0,0,532782.625,1065565.25,532782.6320800781,1065565.2641601562,532782.625,1065565.25,,,
54,2010-01-01,Kanem,3426.31787109375,358386.984375,3419.489189147949,8332.898171424866,353473.5859375,0.0,3439.328369140625,358373.9765625,0.0,0,3426.31787109375,0.0,0,3419.489189147949,0,365232.7914352417,730465.5828704834,365232.8019800186,730465.6039600372,365232.7941207886,730465.5882415771,,,
55,2010-01-01,Lac,152282.10345458984,252395.75231933594,0.0,241171.052734375,11224.697692871094,0.0,152282.10345458984,252395.75231933594,0.0,0,152282.10345458984,0.0,0,0.0,0,404677.8557739258,809355.7115478516,404677.85388183594,809355.7077636719,404677.8557739258,809355.7115478516,,,
56,2010-01-01,Logone Occidental,283505.65759277344,409122.78515625,0.0,692628.4296875,0.0,0.0,692278.578125,349.84339904785156,0.0,0,0.0,0.0,0,0.0,0,692628.4427490234,1385256.8854980469,692628.4296875,1385256.859375,692628.4215240479,1385256.8430480957,,,
57,2010-01-01,Logone Oriental,390772.4567871094,531781.9640350342,0.0,922554.421875,0.0,0.0,922554.421875,0.0,0.0,0,0.0,0.0,0,0.0,0,922554.4208221436,1845108.841644287,922554.421875,1845108.84375,922554.421875,1845108.84375,,,
58,2010-01-01,Mandoul,673000.0,147.35632705688477,0.0,673147.359375,0.0,0.0,673147.359375,0.0,0.0,0,0.0,0.0,0,0.0,0,673147.3563270569,1346294.7126541138,673147.359375,1346294.71875,673147.359375,1346294.71875,,,
59,2010-01-01,Mayo-Kebbi Est,194.69807529449463,829752.65625,0.0,829947.375,0.0,0.0,339022.6205444336,490924.7272262573,0.0,0,0.0,0.0,0,0.0,0,829947.3543252945,1659894.708650589,829947.375,1659894.75,829947.3477706909,1659894.6955413818,,,
60,2010-01-01,Mayo-Kebbi Ouest,585784.296875,0.0,0.0,585784.296875,0.0,0.0,585784.296875,0.0,0.0,0,0.0,0.0,0,0.0,0,585784.296875,1171568.59375,585784.296875,1171568.59375,585784.296875,1171568.59375,,,
61,2010-01-01,Moyen-Chari,114693.31412363052,507605.5278930664,0.0,622298.7890625,0.0,0.0,434816.92306518555,187481.87731933594,0.0,0,0.0,0.0,0,0.0,0,622298.8420166969,1244597.6840333939,622298.7890625,1244597.578125,622298.8003845215,1244597.600769043,,,
62,2010-01-01,N'Djamena,0.0,997059.375,0.0,997059.375,0.0,0.0,0.0,997059.375,0.0,0,0.0,0.0,0,0.0,0,997059.375,1994118.75,997059.375,1994118.75,997059.375,1994118.75,,,
63,2010-01-01,Ouaddaï,0.0,786432.8203125,0.0,786414.0703125,18.76860237121582,0.0,0.0,786432.8203125,0.0,0,0.0,0.0,0,0.0,0,786432.8203125,1572865.640625,786432.8389148712,1572865.6778297424,786432.8203125,1572865.640625,,,
64,2010-01-01,Salamat,266749.5594511032,59431.512268066406,0.0,59437.30422973633,0.0,0.0,266749.5594511032,59431.512268066406,0.0,0,266743.7625761032,0.0,0,0.0,0,326181.0717191696,652362.1434383392,326181.06680583954,652362.1336116791,326181.0717191696,652362.1434383392,,,
65,2010-01-01,Sila,304.9786071777344,422521.2578125,0.0,422521.2578125,0.0,0.0,304.9786071777344,422521.2578125,0.0,0,304.9786071777344,0.0,0,0.0,0,422826.23641967773,845652.4728393555,422826.23641967773,845652.4728393555,422826.23641967773,845652.4728393555,,,
66,2010-01-01,Tandjilé,572280.3344726562,129456.17411804199,0.0,701736.515625,0.0,0.0,572329.0219726562,129407.4966430664,0.0,0,0.0,0.0,0,0.0,0,701736.5085906982,1403473.0171813965,701736.515625,1403473.03125,701736.5186157227,1403473.0372314453,,,
67,2010-01-01,Tibesti,0.0,29025.34375,0.0,29025.34375,0.0,0.0,29025.34375,0.0,0.0,0,0.0,0.0,0,0.0,0,29025.34375,58050.6875,29025.34375,58050.6875,29025.34375,58050.6875,,,
68,2010-01-01,Wadi Fira,0.0,564238.859375,0.0,564236.109375,2.755894660949707,0.0,343.04565811157227,563895.828125,0.0,0,0.0,0.0,0,0.0,0,564238.859375,1128477.71875,564238.865269661,1128477.730539322,564238.8737831116,1128477.7475662231,,,
69,2010-04-01,Barh-El-Gazel,0.0,9.98155403137207,283494.71875,9.98155403137207,283494.71875,0.0,283464.2109375,40.483428955078125,0.0,0,0.0,0.0,0,0.0,0,283504.7003040314,567009.4006080627,283504.7003040314,567009.4006080627,283504.6943664551,567009.3887329102,,,
70,2010-04-01,Batha,0.0,92.40463161468506,527392.2109375,92.40463161468506,527392.2109375,0.0,320210.1640625,207274.46699905396,0.0,0,0.0,0.0,0,0.0,0,527484.6155691147,1054969.2311382294,527484.6155691147,1054969.2311382294,527484.631061554,1054969.262123108,,,
71,2010-04-01,Borkou,0.0,106243.326171875,148.97983837127686,106243.326171875,148.97983837127686,0.0,106392.306640625,0.0,0.0,0,0.0,0.0,0,0.0,0,106392.30601024628,212784.61202049255,106392.30601024628,212784.61202049255,106392.306640625,212784.61328125,,,
72,2010-04-01,Chari-Baguirmi,0.0,628650.515625,0.0,628650.515625,0.0,0.0,211778.88101959229,416871.62227630615,0.0,0,0.0,0.0,0,0.0,0,628650.515625,1257301.03125,628650.515625,1257301.03125,628650.5032958984,1257301.0065917969,,,
73,2010-04-01,Ennedi Est,0.0,126570.84765625,9375.44921875,126570.84765625,9375.44921875,0.0,135946.30078125,0.0,0.0,0,0.0,0.0,0,0.0,0,135946.296875,271892.59375,135946.296875,271892.59375,135946.30078125,271892.6015625,,,
74,2010-04-01,Ennedi Ouest,0.0,53191.8984375,2046.590087890625,53191.8984375,2046.590087890625,0.0,55238.48828125,0.0,0.0,0,0.0,0.0,0,0.0,0,55238.488525390625,110476.97705078125,55238.488525390625,110476.97705078125,55238.48828125,110476.9765625,,,
75,2010-04-01,Guéra,0.0,112816.0703125,471351.125,112816.0703125,471351.125,0.0,112796.7734375,471370.4185256958,0.0,0,0.0,0.0,0,0.0,0,584167.1953125,1168334.390625,584167.1953125,1168334.390625,584167.1919631958,1168334.3839263916,,,
76,2010-04-01,Hadjer-Lamis,0.0,402839.3480834961,129943.28833007812,402839.3480834961,129943.28833007812,0.0,0.0,532782.625,0.0,0,0.0,0.0,0,0.0,0,532782.6364135742,1065565.2728271484,532782.6364135742,1065565.2728271484,532782.625,1065565.25,,,
77,2010-04-01,Kanem,0.0,3439.328369140625,361793.46875,3439.328369140625,361793.46875,0.0,365090.15625,142.6215057373047,0.0,0,0.0,0.0,0,0.0,0,365232.7971191406,730465.5942382812,365232.7971191406,730465.5942382812,365232.7777557373,730465.5555114746,,,
78,2010-04-01,Lac,0.0,152282.10345458984,252395.75231933594,152282.10345458984,252395.75231933594,0.0,350086.703125,54591.15625,0.0,0,0.0,0.0,0,0.0,0,404677.8557739258,809355.7115478516,404677.8557739258,809355.7115478516,404677.859375,809355.71875,,,
79,2010-04-01,Logone Occidental,0.0,692628.4296875,0.0,692628.4296875,0.0,0.0,692628.4296875,0.0,0.0,0,0.0,0.0,0,0.0,0,692628.4296875,1385256.859375,692628.4296875,1385256.859375,692628.4296875,1385256.859375,,,
80,2010-04-01,Logone Oriental,0.0,922554.421875,0.0,922554.421875,0.0,0.0,922554.421875,0.0,0.0,0,0.0,0.0,0,0.0,0,922554.421875,1845108.84375,922554.421875,1845108.84375,922554.421875,1845108.84375,,,
81,2010-04-01,Mandoul,0.0,673147.359375,0.0,673147.359375,0.0,0.0,673147.359375,0.0,0.0,0,0.0,0.0,0,0.0,0,673147.359375,1346294.71875,673147.359375,1346294.71875,673147.359375,1346294.71875,,,
82,2010-04-01,Mayo-Kebbi Est,0.0,829947.375,0.0,829947.375,0.0,0.0,829898.828125,48.54631805419922,0.0,0,0.0,0.0,0,0.0,0,829947.375,1659894.75,829947.375,1659894.75,829947.3744430542,1659894.7488861084,,,
83,2010-04-01,Mayo-Kebbi Ouest,0.0,585784.296875,0.0,585784.296875,0.0,0.0,585784.296875,0.0,0.0,0,0.0,0.0,0,0.0,0,585784.296875,1171568.59375,585784.296875,1171568.59375,585784.296875,1171568.59375,,,
84,2010-04-01,Moyen-Chari,0.0,622298.7890625,0.0,622298.7890625,0.0,0.0,622298.7890625,0.0,0.0,0,0.0,0.0,0,0.0,0,622298.7890625,1244597.578125,622298.7890625,1244597.578125,622298.7890625,1244597.578125,,,
85,2010-04-01,N'Djamena,0.0,997059.375,0.0,997059.375,0.0,0.0,0.0,997059.375,0.0,0,0.0,0.0,0,0.0,0,997059.375,1994118.75,997059.375,1994118.75,997059.375,1994118.75,,,
86,2010-04-01,Ouaddaï,0.0,0.0,786432.8203125,0.0,786432.8203125,0.0,18.76860237121582,786414.0703125,0.0,0,0.0,0.0,0,0.0,0,786432.8203125,1572865.640625,786432.8203125,1572865.640625,786432.8389148712,1572865.6778297424,,,
87,2010-04-01,Salamat,0.0,326177.15234375,3.956172227859497,326177.15234375,3.956172227859497,0.0,326177.15234375,3.956172227859497,0.0,0,0.0,0.0,0,0.0,0,326181.10851597786,652362.2170319557,326181.10851597786,652362.2170319557,326181.10851597786,652362.2170319557,,,
88,2010-04-01,Sila,0.0,325.8976879119873,422500.3515625,325.8976879119873,422500.3515625,0.0,325.8976879119873,422500.3515625,0.0,0,0.0,0.0,0,0.0,0,422826.249250412,845652.498500824,422826.249250412,845652.498500824,422826.249250412,845652.498500824,,,
89,2010-04-01,Tandjilé,0.0,701736.515625,0.0,701736.515625,0.0,0.0,701736.515625,0.0,0.0,0,0.0,0.0,0,0.0,0,701736.515625,1403473.03125,701736.515625,1403473.03125,701736.515625,1403473.03125,,,
90,2010-04-01,Tibesti,0.0,29025.34375,0.0,29025.34375,0.0,0.0,29025.34375,0.0,0.0,0,0.0,0.0,0,0.0,0,29025.34375,58050.6875,29025.34375,58050.6875,29025.34375,58050.6875,,,
91,2010-04-01,Wadi Fira,0.0,343.04565811157227,563895.828125,343.04565811157227,563895.828125,0.0,274115.88066101074,290122.9765625,0.0,0,0.0,0.0,0,0.0,0,564238.8737831116,1128477.7475662231,564238.8737831116,1128477.7475662231,564238.8572235107,1128477.7144470215,,,
92,2010-07-01,Barh-El-Gazel,0.0,0.0,40.483428955078125,0.0,40.483428955078125,0.0,283504.6953125,0.0,283464.2109375,0,0.0,283464.2109375,0,0.0,0,283504.6943664551,567009.3887329102,283504.6943664551,567009.3887329102,283504.6953125,567009.390625,,,
93,2010-07-01,Batha,0.0,92.40463161468506,318781.9921875,92.40463161468506,318781.9921875,0.0,527484.6328125,0.0,208610.20349502563,0,0.0,208610.20349502563,0,0.0,0,527484.6003141403,1054969.2006282806,527484.6003141403,1054969.2006282806,527484.6328125,1054969.265625,,,
94,2010-07-01,Borkou,0.0,106243.326171875,65.06278991699219,106243.326171875,65.06278991699219,0.0,106392.306640625,0.0,83.91704845428467,0,0.0,83.91704845428467,0,0.0,0,106392.30601024628,212784.61202049255,106392.30601024628,212784.61202049255,106392.306640625,212784.61328125,,,
95,2010-07-01,Chari-Baguirmi,0.0,211778.88101959229,416871.62227630615,10854.107421875,391926.0226135254,10854.1083984375,617796.390625,0.0,0.0,0,0.0,225870.3538017273,0,0.0,0,628650.5032958984,1257301.0065917969,628650.4838371277,1257300.9676742554,628650.4990234375,1257300.998046875,,,
96,2010-07-01,Ennedi Est,0.0,126570.84765625,9375.44921875,126570.84765625,9375.44921875,0.0,135946.30078125,0.0,0.0,0,0.0,0.0,0,0.0,0,135946.296875,271892.59375,135946.296875,271892.59375,135946.30078125,271892.6015625,,,
97,2010-07-01,Ennedi Ouest,0.0,53191.8984375,2046.590087890625,53191.8984375,2046.590087890625,0.0,55238.48828125,0.0,0.0,0,0.0,0.0,0,0.0,0,55238.488525390625,110476.97705078125,55238.488525390625,110476.97705078125,55238.48828125,110476.9765625,,,
98,2010-07-01,Guéra,0.0,10.34930419921875,112805.71875,10.34930419921875,112800.921875,112796.7734375,471370.4185256958,0.0,471351.125,0,0.0,471355.91122579575,0,0.0,0,584167.1930541992,1168334.3861083984,584167.182404995,1168334.36480999,584167.1919631958,1168334.3839263916,,,
99,2010-07-01,Hadjer-Lamis,0.0,0.0,532690.625,0.0,531632.546875,0.0,532782.625,0.0,92.00709533691406,0,0.0,1150.0515747070312,0,0.0,0,532782.6320953369,1065565.2641906738,532782.598449707,1065565.196899414,532782.625,1065565.25,,,
100,2010-07-01,Kanem,0.0,13.010475158691406,11746.205688476562,3439.3284912109375,8319.8876953125,3426.31787109375,361806.4765625,0.0,353473.5859375,0,0.0,353473.5859375,0,0.0,0,365232.80210113525,730465.6042022705,365232.80212402344,730465.6042480469,365232.79443359375,730465.5888671875,,,
